stationname	date	rides
566553	O'Hare Airport	2016-07-03	9579
566572	O'Hare Airport	2003-03-26	7014
566607	O'Hare Airport	2002-11-15	9120
566699	O'Hare Airport	2003-07-06	7695
566810	O'Hare Airport	2015-11-09	12716
567153	O'Hare Airport	2005-10-19	9062
567272	O'Hare Airport	2016-04-26	10116
567478	O'Hare Airport	2010-08-28	7727
567500	O'Hare Airport	2008-05-19	10160
567681	O'Hare Airport	2008-03-10	8851
567741	O'Hare Airport	2015-07-29	13375
568112	O'Hare Airport	2008-04-20	7449
568242	O'Hare Airport	2008-05-25	7996
568497	O'Hare Airport	2005-02-06	6302
568553	O'Hare Airport	2014-08-11	10979
568571	O'Hare Airport	2014-01-25	6655
568579	O'Hare Airport	2016-02-01	9391
568855	O'Hare Airport	2004-08-31	8165
569611	O'Hare Airport	2002-10-07	8803
569624	O'Hare Airport	2007-08-01	10333
569774	O'Hare Airport	2004-05-31	10263
570139	O'Hare Airport	2004-05-18	8488
570892	O'Hare Airport	2013-09-18	9994
571088	O'Hare Airport	2017-05-10	10597
571123	O'Hare Airport	2011-06-27	11066
571580	O'Hare Airport	2015-03-03	8572
571622	O'Hare Airport	2002-11-05	7529
571852	O'Hare Airport	2014-09-26	10768
571894	O'Hare Airport	2009-08-23	8438
571973	O'Hare Airport	2001-10-09	6802
572022	O'Hare Airport	2016-02-04	9160
572073	O'Hare Airport	2006-07-09	8835
572864	O'Hare Airport	2015-07-13	11914
572950	O'Hare Airport	2010-07-23	10529
573065	O'Hare Airport	2010-06-06	8558
573086	O'Hare Airport	2015-10-21	12253
573126	O'Hare Airport	2010-02-11	7295
573304	O'Hare Airport	2002-01-06	6053
573506	O'Hare Airport	2014-02-19	8360
574126	O'Hare Airport	2013-07-17	10314
574255	O'Hare Airport	2009-06-17	8459
574370	O'Hare Airport	2007-12-26	10388
574443	O'Hare Airport	2016-05-29	10207
574538	O'Hare Airport	2015-08-25	11206
574555	O'Hare Airport	2017-06-10	10512
575194	O'Hare Airport	2010-04-05	8686
575473	O'Hare Airport	2011-04-30	7235
575873	O'Hare Airport	2017-02-09	8593
576023	O'Hare Airport	2009-12-26	6622
576171	O'Hare Airport	2008-03-09	7109
576316	O'Hare Airport	2009-03-13	9975
576409	O'Hare Airport	2008-12-09	6827
576678	O'Hare Airport	2008-10-13	9748
576812	O'Hare Airport	2009-06-05	10326
577088	O'Hare Airport	2005-04-09	6698
577131	O'Hare Airport	2006-12-24	6173
577137	O'Hare Airport	2010-07-31	8410
577151	O'Hare Airport	2006-10-13	11938
577455	O'Hare Airport	2015-05-03	11876
578080	O'Hare Airport	2004-07-29	9897
578141	O'Hare Airport	2011-12-09	10226
578151	O'Hare Airport	2008-06-19	10314
578222	O'Hare Airport	2015-03-21	8621
578347	O'Hare Airport	2012-01-12	8987
578379	O'Hare Airport	2015-06-14	12015
578540	O'Hare Airport	2016-04-11	11555
578565	O'Hare Airport	2015-03-06	10757
578663	O'Hare Airport	2012-10-21	9812
578679	O'Hare Airport	2011-07-21	11405
578840	O'Hare Airport	2001-12-07	8002
578984	O'Hare Airport	2009-07-30	10185
579228	O'Hare Airport	2015-04-22	10229
579591	O'Hare Airport	2001-01-01	6383
579601	O'Hare Airport	2016-12-24	6870
579617	O'Hare Airport	2008-05-10	6365
579676	O'Hare Airport	2012-04-15	7894
580218	O'Hare Airport	2012-01-21	7456
580370	O'Hare Airport	2010-05-07	8626
580457	O'Hare Airport	2001-07-25	8947
580569	O'Hare Airport	2013-11-05	8927
580609	O'Hare Airport	2005-12-07	8039
580924	O'Hare Airport	2002-11-10	6900
581079	O'Hare Airport	2003-05-16	9559
581244	O'Hare Airport	2002-06-04	7301
581660	O'Hare Airport	2001-05-23	8345
581952	O'Hare Airport	2015-06-30	11027
582002	O'Hare Airport	2002-06-23	7938
582034	O'Hare Airport	2012-09-13	11466
582406	O'Hare Airport	2017-11-17	12389
582415	O'Hare Airport	2010-09-06	11527
582438	O'Hare Airport	2014-06-16	11362
582673	O'Hare Airport	2002-05-04	6266
582699	O'Hare Airport	2005-06-17	11334
583052	O'Hare Airport	2008-05-30	9613
583257	O'Hare Airport	2004-09-19	8478
583310	O'Hare Airport	2005-05-12	9486
583786	O'Hare Airport	2008-09-18	9952
583873	O'Hare Airport	2012-06-29	11506
583972	O'Hare Airport	2008-01-21	7823
584053	O'Hare Airport	2006-09-24	8538
584092	O'Hare Airport	2013-08-17	8861
584424	O'Hare Airport	2007-08-10	11139
584538	O'Hare Airport	2010-05-25	8575
584626	O'Hare Airport	2011-10-13	11146
585076	O'Hare Airport	2015-05-02	9381
585094	O'Hare Airport	2014-02-06	8694
585362	O'Hare Airport	2002-08-02	10069
585384	O'Hare Airport	2015-12-23	9396
585524	O'Hare Airport	2002-06-06	8675
586038	O'Hare Airport	2015-07-14	11351
586169	O'Hare Airport	2012-05-12	7685
586389	O'Hare Airport	2002-03-12	6817
586611	O'Hare Airport	2004-04-23	9250
586652	O'Hare Airport	2007-08-02	12598
586757	O'Hare Airport	2006-06-27	9427
586987	O'Hare Airport	2004-09-29	8726
587370	O'Hare Airport	2007-06-17	8511
587543	O'Hare Airport	2005-09-03	8894
587762	O'Hare Airport	2016-12-21	9005
588123	O'Hare Airport	2010-11-30	8769
588173	O'Hare Airport	2012-03-12	9396
588245	O'Hare Airport	2001-01-19	8130
588326	O'Hare Airport	2002-08-08	9212
588563	O'Hare Airport	2006-03-30	7987
588798	O'Hare Airport	2015-10-29	13117
589174	O'Hare Airport	2005-11-22	9063
589521	O'Hare Airport	2017-02-20	9931
589679	O'Hare Airport	2006-05-14	8656
589701	O'Hare Airport	2011-04-24	8484
589938	O'Hare Airport	2011-08-24	10016
590039	O'Hare Airport	2015-01-05	9106
590073	O'Hare Airport	2011-09-17	8417
590078	O'Hare Airport	2002-08-10	7848
590172	O'Hare Airport	2014-01-09	10030
590195	O'Hare Airport	2013-12-20	9444
590523	O'Hare Airport	2007-01-20	6869
590606	O'Hare Airport	2011-06-15	10404
590711	O'Hare Airport	2016-10-23	10870
590750	O'Hare Airport	2012-12-20	9122
591037	O'Hare Airport	2010-01-12	6611
591104	O'Hare Airport	2011-08-03	10898
591129	O'Hare Airport	2016-10-07	17937
591139	O'Hare Airport	2007-02-11	6854
591188	O'Hare Airport	2012-10-11	11056
591770	O'Hare Airport	2001-09-02	7083
591835	O'Hare Airport	2015-03-09	10048
591940	O'Hare Airport	2006-01-28	5963
591942	O'Hare Airport	2013-08-10	9305
592229	O'Hare Airport	2012-10-20	8765
592350	O'Hare Airport	2014-07-29	10234
592443	O'Hare Airport	2010-11-24	9506
592570	O'Hare Airport	2015-06-23	11884
592596	O'Hare Airport	2015-07-28	11949
592765	O'Hare Airport	2015-10-04	12169
593216	O'Hare Airport	2017-11-06	11710
593388	O'Hare Airport	2003-12-27	7367
593418	O'Hare Airport	2011-08-19	12677
593492	O'Hare Airport	2001-08-13	10557
593807	O'Hare Airport	2006-12-13	8897
594074	O'Hare Airport	2016-12-13	9614
594118	O'Hare Airport	2006-12-27	10712
594141	O'Hare Airport	2011-02-11	8434
594485	O'Hare Airport	2012-04-24	8923
594579	O'Hare Airport	2016-02-06	7530
595067	O'Hare Airport	2017-08-11	14678
595075	O'Hare Airport	2009-02-13	8692
595305	O'Hare Airport	2006-08-06	10034
595612	O'Hare Airport	2012-12-18	9005
595616	O'Hare Airport	2016-04-10	9320
595938	O'Hare Airport	2007-07-19	10966
596141	O'Hare Airport	2014-03-03	8797
596154	O'Hare Airport	2001-02-04	5950
596180	O'Hare Airport	2002-11-22	9124
596673	O'Hare Airport	2013-07-28	10037
596951	O'Hare Airport	2003-05-05	8358
596986	O'Hare Airport	2003-01-17	8144
597061	O'Hare Airport	2015-08-28	14556
597158	O'Hare Airport	2012-07-12	12237
597462	O'Hare Airport	2007-01-29	8266
597501	O'Hare Airport	2010-11-28	12393
597565	O'Hare Airport	2005-09-30	11311
597585	O'Hare Airport	2002-04-01	8557
597740	O'Hare Airport	2004-07-24	7669
597831	O'Hare Airport	2006-03-26	9439
598089	O'Hare Airport	2010-12-30	10532
598220	O'Hare Airport	2009-08-19	8382
598471	O'Hare Airport	2012-08-10	13437
598984	O'Hare Airport	2012-01-24	7669
599008	O'Hare Airport	2010-10-23	7578
599079	O'Hare Airport	2013-09-11	9227
599104	O'Hare Airport	2005-03-28	10052
599137	O'Hare Airport	2015-06-06	9504
599346	O'Hare Airport	2010-04-08	8321
599680	O'Hare Airport	2016-10-01	9727
599794	O'Hare Airport	2012-11-26	12431
600182	O'Hare Airport	2017-07-28	13720
600289	O'Hare Airport	2011-07-29	11537
601229	O'Hare Airport	2007-09-13	9085
601513	O'Hare Airport	2003-01-24	7888
601522	O'Hare Airport	2014-12-17	9203
602055	O'Hare Airport	2006-05-08	9772
602074	O'Hare Airport	2001-12-01	5661
602144	O'Hare Airport	2003-03-23	7085
602201	O'Hare Airport	2009-04-06	8613
602206	O'Hare Airport	2007-10-29	9181
602263	O'Hare Airport	2006-04-22	7501
602273	O'Hare Airport	2014-08-22	13066
602437	O'Hare Airport	2016-11-22	9808
602523	O'Hare Airport	2003-12-17	7354
602776	O'Hare Airport	2007-02-26	9441
602783	O'Hare Airport	2017-01-19	9201
602948	O'Hare Airport	2013-07-19	13974
602998	O'Hare Airport	2008-05-27	10157
603418	O'Hare Airport	2017-01-10	9197
603466	O'Hare Airport	2002-02-14	6940
603577	O'Hare Airport	2003-12-08	7617
603833	O'Hare Airport	2009-01-07	7026
603982	O'Hare Airport	2011-05-08	8215
604168	O'Hare Airport	2007-06-10	9182
604185	O'Hare Airport	2017-01-14	7807
604256	O'Hare Airport	2015-07-03	13219
604265	O'Hare Airport	2010-11-29	11558
604563	O'Hare Airport	2014-10-18	9173
604588	O'Hare Airport	2016-12-04	8023
604707	O'Hare Airport	2002-04-30	7117
605167	O'Hare Airport	2002-09-10	7885
605394	O'Hare Airport	2006-06-15	10932
605637	O'Hare Airport	2011-03-08	8429
605950	O'Hare Airport	2011-05-05	9282
606055	O'Hare Airport	2015-07-15	11716
606116	O'Hare Airport	2004-12-25	4934
606182	O'Hare Airport	2015-12-28	11831
606222	O'Hare Airport	2012-03-07	7786
606335	O'Hare Airport	2017-07-15	9848
606377	O'Hare Airport	2009-08-04	8354
606380	O'Hare Airport	2006-03-01	7790
606477	O'Hare Airport	2008-07-14	0
606651	O'Hare Airport	2002-07-13	6906
607184	O'Hare Airport	2001-10-26	8495
607401	O'Hare Airport	2001-10-08	8257
607573	O'Hare Airport	2007-08-26	7768
607887	O'Hare Airport	2015-11-26	7682
608312	O'Hare Airport	2011-04-08	9050
608391	O'Hare Airport	2006-09-21	10048
608534	O'Hare Airport	2016-04-16	9161
608647	O'Hare Airport	2007-08-11	7683
609136	O'Hare Airport	2011-12-08	9116
609202	O'Hare Airport	2012-07-18	9462
609219	O'Hare Airport	2008-11-25	8088
609269	O'Hare Airport	2015-01-03	7910
609391	O'Hare Airport	2016-11-20	9050
609434	O'Hare Airport	2001-02-20	7874
609490	O'Hare Airport	2015-05-25	12818
609560	O'Hare Airport	2010-11-09	7818
609830	O'Hare Airport	2015-06-27	9911
609967	O'Hare Airport	2017-04-26	10158
610050	O'Hare Airport	2002-12-21	6195
610063	O'Hare Airport	2009-03-07	6099
610102	O'Hare Airport	2003-09-15	8911
610135	O'Hare Airport	2017-09-25	12043
610301	O'Hare Airport	2014-05-04	8846
610401	O'Hare Airport	2014-02-04	7632
610517	O'Hare Airport	2017-11-21	10528
610540	O'Hare Airport	2011-09-15	10701
610724	O'Hare Airport	2013-01-06	8053
610762	O'Hare Airport	2007-09-16	8507
610764	O'Hare Airport	2011-04-27	8546
610874	O'Hare Airport	2005-08-31	8741
610884	O'Hare Airport	2003-09-18	8690
611340	O'Hare Airport	2007-11-11	7169
611437	O'Hare Airport	2001-09-05	8701
611636	O'Hare Airport	2011-12-28	10437
611780	O'Hare Airport	2007-04-23	9386
611858	O'Hare Airport	2004-02-07	5568
611972	O'Hare Airport	2009-04-16	8644
612020	O'Hare Airport	2010-06-21	9454
612026	O'Hare Airport	2013-02-13	7597
612446	O'Hare Airport	2009-05-28	8977
612946	O'Hare Airport	2015-03-17	8942
612972	O'Hare Airport	2013-04-15	9861
612973	O'Hare Airport	2014-10-30	11253
613266	O'Hare Airport	2016-05-24	11583
613283	O'Hare Airport	2004-06-23	8919
613293	O'Hare Airport	2003-08-30	7414
613368	O'Hare Airport	2015-10-15	15217
613442	O'Hare Airport	2012-12-11	8297
613471	O'Hare Airport	2005-01-07	8145
613657	O'Hare Airport	2009-06-01	8539
613684	O'Hare Airport	2017-06-05	11914
614078	O'Hare Airport	2014-12-03	9075
614134	O'Hare Airport	2002-07-01	8534
614428	O'Hare Airport	2006-12-19	8997
614726	O'Hare Airport	2016-11-26	11321
615190	O'Hare Airport	2008-11-18	7420
615537	O'Hare Airport	2009-12-05	6056
615576	O'Hare Airport	2003-02-09	6060
615824	O'Hare Airport	2007-06-01	10792
615831	O'Hare Airport	2003-06-02	8434
616589	O'Hare Airport	2010-11-06	6908
616900	O'Hare Airport	2014-03-14	12319
617047	O'Hare Airport	2010-11-18	9226
617155	O'Hare Airport	2001-12-29	6711
617612	O'Hare Airport	2002-05-15	7712
617794	O'Hare Airport	2011-04-17	8027
617875	O'Hare Airport	2002-10-22	7818
617988	O'Hare Airport	2012-01-14	6920
618004	O'Hare Airport	2002-04-26	9006
618271	O'Hare Airport	2010-01-27	6287
618272	O'Hare Airport	2015-04-01	9681
618834	O'Hare Airport	2013-06-16	10347
619022	O'Hare Airport	2012-04-02	9857
619369	O'Hare Airport	2009-11-01	7523
619399	O'Hare Airport	2005-05-15	8235
619570	O'Hare Airport	2014-04-08	8757
619786	O'Hare Airport	2016-12-09	11604
619873	O'Hare Airport	2006-05-17	8801
620023	O'Hare Airport	2003-09-20	6166
620173	O'Hare Airport	2017-10-27	13660
620220	O'Hare Airport	2003-05-13	7367
620232	O'Hare Airport	2006-08-30	8800
620623	O'Hare Airport	2011-11-12	7764
621372	O'Hare Airport	2016-03-14	11308
621396	O'Hare Airport	2003-05-19	9175
621458	O'Hare Airport	2009-03-03	7416
621509	O'Hare Airport	2003-05-11	6319
621852	O'Hare Airport	2003-06-25	8967
622311	O'Hare Airport	2015-05-20	11197
622492	O'Hare Airport	2017-09-12	10651
622521	O'Hare Airport	2005-04-22	9748
622522	O'Hare Airport	2014-03-07	9779
622565	O'Hare Airport	2005-02-14	8860
622797	O'Hare Airport	2004-07-12	9581
622800	O'Hare Airport	2012-01-05	10557
622811	O'Hare Airport	2011-05-03	8092
623158	O'Hare Airport	2003-09-30	7233
623189	O'Hare Airport	2008-11-29	8906
623342	O'Hare Airport	2013-10-18	12615
623365	O'Hare Airport	2017-01-13	10448
623622	O'Hare Airport	2001-11-02	8652
623766	O'Hare Airport	2014-07-24	12652
623891	O'Hare Airport	2009-03-25	7809
624347	O'Hare Airport	2016-01-31	8193
624438	O'Hare Airport	2011-04-16	7050
624814	O'Hare Airport	2014-03-20	9663
625038	O'Hare Airport	2007-06-09	8812
625198	O'Hare Airport	2005-01-20	7774
625358	O'Hare Airport	2004-10-12	9026
625406	O'Hare Airport	2006-08-20	9350
625519	O'Hare Airport	2009-02-26	6988
625531	O'Hare Airport	2015-03-29	9639
625725	O'Hare Airport	2012-03-11	8316
625778	O'Hare Airport	2008-05-04	7707
625792	O'Hare Airport	2001-07-04	6799
625819	O'Hare Airport	2017-06-12	12717
626355	O'Hare Airport	2006-05-06	7355
626510	O'Hare Airport	2006-08-08	9773
626589	O'Hare Airport	2002-05-06	8216
626889	O'Hare Airport	2003-11-12	7558
627011	O'Hare Airport	2004-02-22	6532
627077	O'Hare Airport	2014-07-19	9492
627302	O'Hare Airport	2016-10-03	11947
627380	O'Hare Airport	2007-02-25	7651
627665	O'Hare Airport	2013-02-01	8386
627800	O'Hare Airport	2006-07-25	9963
627847	O'Hare Airport	2015-10-05	12560
627927	O'Hare Airport	2001-05-31	9052
628054	O'Hare Airport	2004-10-15	10835
628373	O'Hare Airport	2017-06-24	9532
628536	O'Hare Airport	2009-11-22	6954
628661	O'Hare Airport	2016-04-08	11954
628743	O'Hare Airport	2002-08-07	8300
628876	O'Hare Airport	2001-07-13	10811
628940	O'Hare Airport	2006-12-10	7485
628968	O'Hare Airport	2009-03-09	8808
629339	O'Hare Airport	2006-11-22	10568
629445	O'Hare Airport	2010-03-09	7003
629488	O'Hare Airport	2003-08-06	8066
629739	O'Hare Airport	2010-05-16	8761
629782	O'Hare Airport	2003-07-16	8510
630013	O'Hare Airport	2008-04-26	6880
630095	O'Hare Airport	2016-06-29	11435
630097	O'Hare Airport	2016-11-19	8357
630107	O'Hare Airport	2008-10-21	7941
630217	O'Hare Airport	2011-06-10	11815
630247	O'Hare Airport	2005-01-12	7147
630440	O'Hare Airport	2015-02-24	8460
630517	O'Hare Airport	2001-04-17	8432
630524	O'Hare Airport	2001-02-09	8640
630698	O'Hare Airport	2016-12-27	11661
630809	O'Hare Airport	2011-01-31	7606
630950	O'Hare Airport	2013-08-26	10102
631015	O'Hare Airport	2004-07-28	8827
631026	O'Hare Airport	2003-04-22	7753
631307	O'Hare Airport	2011-01-17	7908
631421	O'Hare Airport	2005-02-25	9053
631519	O'Hare Airport	2008-04-29	8172
631802	O'Hare Airport	2001-01-31	7178
631814	O'Hare Airport	2014-07-07	11248
632019	O'Hare Airport	2009-06-15	9639
632202	O'Hare Airport	2010-04-03	5807
632203	O'Hare Airport	2016-09-18	11575
632536	O'Hare Airport	2011-03-26	7376
632547	O'Hare Airport	2011-03-05	6807
632857	O'Hare Airport	2003-01-21	7162
632864	O'Hare Airport	2012-09-15	9560
632900	O'Hare Airport	2015-12-08	9544
633075	O'Hare Airport	2005-10-14	12308
633129	O'Hare Airport	2004-12-28	9438
633242	O'Hare Airport	2006-07-26	10143
633379	O'Hare Airport	2011-11-05	7976
633538	O'Hare Airport	2013-06-25	9967
633571	O'Hare Airport	2002-01-02	7925
633593	O'Hare Airport	2006-01-02	8207
633630	O'Hare Airport	2009-11-29	12017
633737	O'Hare Airport	2016-01-28	8783
633930	O'Hare Airport	2006-05-04	9615
634010	O'Hare Airport	2004-02-08	5921
634036	O'Hare Airport	2012-05-04	13114
634105	O'Hare Airport	2014-11-24	8911
634132	O'Hare Airport	2009-06-29	9327
634256	O'Hare Airport	2010-05-26	8417
634356	O'Hare Airport	2003-10-19	7755
634428	O'Hare Airport	2008-04-24	9132
634473	O'Hare Airport	2015-08-29	10236
634609	O'Hare Airport	2011-12-14	8309
634730	O'Hare Airport	2004-07-17	7713
634760	O'Hare Airport	2001-10-04	7977
634963	O'Hare Airport	2013-05-31	12634
634987	O'Hare Airport	2014-05-10	7872
635179	O'Hare Airport	2002-11-09	6517
635346	O'Hare Airport	2001-10-15	7815
635383	O'Hare Airport	2001-05-12	6693
635413	O'Hare Airport	2013-04-12	11912
635430	O'Hare Airport	2002-04-14	6813
635568	O'Hare Airport	2006-04-04	8984
635630	O'Hare Airport	2003-05-22	8593
635680	O'Hare Airport	2010-08-05	12741
635694	O'Hare Airport	2008-01-26	5564
635795	O'Hare Airport	2004-11-08	9682
635816	O'Hare Airport	2009-05-12	7695
635835	O'Hare Airport	2005-10-15	8140
635970	O'Hare Airport	2009-05-03	7268
636128	O'Hare Airport	2002-03-23	6765
636700	O'Hare Airport	2014-08-03	9983
636732	O'Hare Airport	2002-06-12	8436
636805	O'Hare Airport	2005-08-23	9011
637098	O'Hare Airport	2003-10-05	7026
637280	O'Hare Airport	2005-01-26	7289
637470	O'Hare Airport	2008-08-15	10812
637687	O'Hare Airport	2002-07-06	6814
637806	O'Hare Airport	2016-03-24	11455
637878	O'Hare Airport	2008-09-02	9681
637996	O'Hare Airport	2002-07-29	9388
638110	O'Hare Airport	2005-07-28	11052
638148	O'Hare Airport	2003-10-13	9696
638159	O'Hare Airport	2001-11-24	7504
638188	O'Hare Airport	2011-08-09	9647
638562	O'Hare Airport	2005-01-08	5894
638590	O'Hare Airport	2016-01-17	7408
639157	O'Hare Airport	2003-01-23	6832
639664	O'Hare Airport	2004-02-21	5795
639892	O'Hare Airport	2016-04-09	8343
640044	O'Hare Airport	2015-07-10	14903
640102	O'Hare Airport	2008-02-12	7086
640160	O'Hare Airport	2003-07-29	8444
640188	O'Hare Airport	2003-01-02	8526
640192	O'Hare Airport	2010-03-11	8149
640327	O'Hare Airport	2009-01-01	6295
640348	O'Hare Airport	2005-03-25	8772
640890	O'Hare Airport	2016-01-25	9279
640912	O'Hare Airport	2008-12-12	8552
640916	O'Hare Airport	2008-06-16	9630
641080	O'Hare Airport	2010-01-04	8495
641103	O'Hare Airport	2010-05-09	7913
641394	O'Hare Airport	2016-07-22	14466
641529	O'Hare Airport	2005-04-13	8603
641549	O'Hare Airport	2001-11-23	6068
641602	O'Hare Airport	2011-05-24	9851
641679	O'Hare Airport	2003-01-18	5609
641797	O'Hare Airport	2004-07-09	9313
641800	O'Hare Airport	2001-08-08	9682
641814	O'Hare Airport	2014-05-14	10594
642032	O'Hare Airport	2010-10-17	9262
642093	O'Hare Airport	2009-04-17	9264
642118	O'Hare Airport	2009-05-08	9183
642152	O'Hare Airport	2011-02-01	6221
642410	O'Hare Airport	2010-03-05	8371
642431	O'Hare Airport	2014-06-13	12581
642526	O'Hare Airport	2015-09-28	13662
642614	O'Hare Airport	2009-10-15	10462
642709	O'Hare Airport	2012-05-16	9341
642723	O'Hare Airport	2005-06-05	7924
643049	O'Hare Airport	2005-09-17	7785
643373	O'Hare Airport	2005-06-29	8927
643537	O'Hare Airport	2008-08-10	9011
643652	O'Hare Airport	2006-05-15	10185
643775	O'Hare Airport	2017-07-09	11748
643854	O'Hare Airport	2008-06-29	8280
644150	O'Hare Airport	2008-01-22	7701
644163	O'Hare Airport	2010-02-17	6728
644194	O'Hare Airport	2008-05-17	7627
644443	O'Hare Airport	2015-10-31	9524
644719	O'Hare Airport	2001-03-20	7997
644764	O'Hare Airport	2008-07-17	0
644828	O'Hare Airport	2016-01-26	8698
644941	O'Hare Airport	2002-10-24	8981
644995	O'Hare Airport	2011-09-21	9258
645083	O'Hare Airport	2003-04-30	6536
645337	O'Hare Airport	2013-08-19	11028
645442	O'Hare Airport	2007-05-20	9067
645504	O'Hare Airport	2015-11-15	11404
645561	O'Hare Airport	2004-08-17	8407
645576	O'Hare Airport	2007-01-02	9420
645613	O'Hare Airport	2002-09-08	7805
645888	O'Hare Airport	2011-07-28	10608
645910	O'Hare Airport	2010-03-31	7852
646373	O'Hare Airport	2017-03-31	10387
646449	O'Hare Airport	2006-03-20	9672
646740	O'Hare Airport	2001-07-29	8611
646928	O'Hare Airport	2010-12-05	7188
647084	O'Hare Airport	2010-03-25	7921
647512	O'Hare Airport	2006-01-14	6843
647709	O'Hare Airport	2001-06-28	9715
647790	O'Hare Airport	2017-02-10	10679
648123	O'Hare Airport	2010-10-03	8818
648160	O'Hare Airport	2016-10-06	14049
648292	O'Hare Airport	2003-05-20	7787
648367	O'Hare Airport	2006-12-23	7385
648483	O'Hare Airport	2012-04-14	7263
649448	O'Hare Airport	2011-03-11	9969
649527	O'Hare Airport	2004-08-30	9246
649628	O'Hare Airport	2004-09-18	7068
649657	O'Hare Airport	2016-04-14	11833
649684	O'Hare Airport	2002-06-08	6809
650371	O'Hare Airport	2014-01-28	6732
650550	O'Hare Airport	2012-07-13	12425
650556	O'Hare Airport	2005-10-02	7757
650970	O'Hare Airport	2009-03-19	7907
651161	O'Hare Airport	2011-05-23	11591
651206	O'Hare Airport	2004-03-31	7609
651347	O'Hare Airport	2015-05-09	9481
651694	O'Hare Airport	2002-05-01	7206
651741	O'Hare Airport	2003-11-22	6184
651814	O'Hare Airport	2009-06-25	9393
652011	O'Hare Airport	2005-08-07	8458
652090	O'Hare Airport	2013-11-29	8039
652188	O'Hare Airport	2004-12-24	6184
652270	O'Hare Airport	2003-06-16	8965
652308	O'Hare Airport	2010-05-05	7543
652420	O'Hare Airport	2010-04-18	8346
652503	O'Hare Airport	2002-12-12	7830
652663	O'Hare Airport	2002-06-02	7217
652690	O'Hare Airport	2017-10-30	11202
652750	O'Hare Airport	2016-05-25	10996
653070	O'Hare Airport	2013-01-13	7629
653114	O'Hare Airport	2004-03-01	7801
653163	O'Hare Airport	2014-06-17	10025
653305	O'Hare Airport	2017-10-23	11815
653811	O'Hare Airport	2013-11-09	8314
654110	O'Hare Airport	2013-10-04	12301
654198	O'Hare Airport	2006-07-22	8617
654225	O'Hare Airport	2017-09-21	12094
654655	O'Hare Airport	2008-06-10	9239
654727	O'Hare Airport	2013-11-28	7047
654792	O'Hare Airport	2007-10-30	7982
654846	O'Hare Airport	2015-09-15	12228
654880	O'Hare Airport	2001-11-04	6686
654940	O'Hare Airport	2004-01-15	7220
654985	O'Hare Airport	2001-03-21	8098
655255	O'Hare Airport	2002-07-16	8397
655893	O'Hare Airport	2003-06-08	7436
656097	O'Hare Airport	2005-08-09	9372
656133	O'Hare Airport	2003-09-07	7100
656252	O'Hare Airport	2001-12-11	6496
656352	O'Hare Airport	2005-08-08	10361
656353	O'Hare Airport	2016-06-13	12522
656523	O'Hare Airport	2005-01-10	8529
656531	O'Hare Airport	2011-12-06	7840
656652	O'Hare Airport	2013-10-23	9046
656674	O'Hare Airport	2016-05-28	11422
656883	O'Hare Airport	2001-05-20	8041
656885	O'Hare Airport	2013-11-19	9155
657047	O'Hare Airport	2003-12-12	8152
657211	O'Hare Airport	2006-03-23	9820
657647	O'Hare Airport	2012-08-13	11060
657689	O'Hare Airport	2008-07-25	11347
657838	O'Hare Airport	2016-09-27	10281
657867	O'Hare Airport	2010-04-11	7209
658025	O'Hare Airport	2005-06-22	9822
658029	O'Hare Airport	2002-07-02	7977
658080	O'Hare Airport	2001-12-15	5988
658157	O'Hare Airport	2007-03-15	9930
658378	O'Hare Airport	2006-10-27	11490
658516	O'Hare Airport	2007-03-13	8591
658618	O'Hare Airport	2015-10-23	15005
658664	O'Hare Airport	2009-02-23	7572
658676	O'Hare Airport	2013-06-11	10114
658740	O'Hare Airport	2016-12-12	10590
658879	O'Hare Airport	2005-03-03	8103
658974	O'Hare Airport	2014-09-13	9568
658992	O'Hare Airport	2014-02-13	8474
659290	O'Hare Airport	2008-12-23	8339
659368	O'Hare Airport	2011-10-24	10515
659571	O'Hare Airport	2013-01-19	6841
659602	O'Hare Airport	2006-11-30	10018
659673	O'Hare Airport	2012-09-27	10925
660038	O'Hare Airport	2017-09-01	14479
660059	O'Hare Airport	2016-03-16	10714
660127	O'Hare Airport	2007-10-02	8374
660298	O'Hare Airport	2003-01-05	7172
660346	O'Hare Airport	2013-09-01	8904
660379	O'Hare Airport	2011-01-20	7488
660542	O'Hare Airport	2013-01-25	8761
660627	O'Hare Airport	2003-07-05	6179
660656	O'Hare Airport	2001-01-24	7321
661188	O'Hare Airport	2012-10-27	8827
661206	O'Hare Airport	2015-05-26	12064
661281	O'Hare Airport	2008-03-06	8304
661632	O'Hare Airport	2017-11-28	10940
661681	O'Hare Airport	2007-08-20	10148
661766	O'Hare Airport	2005-03-29	8449
662094	O'Hare Airport	2012-08-30	11340
662099	O'Hare Airport	2006-08-18	12001
662130	O'Hare Airport	2005-02-20	6390
662309	O'Hare Airport	2001-09-22	5527
662483	O'Hare Airport	2012-10-28	9874
662875	O'Hare Airport	2002-01-12	5422
663027	O'Hare Airport	2012-08-03	14428
663131	O'Hare Airport	2009-07-01	8600
663150	O'Hare Airport	2006-08-03	12647
663599	O'Hare Airport	2002-08-15	9925
663602	O'Hare Airport	2012-03-24	8576
664159	O'Hare Airport	2017-03-17	11397
664190	O'Hare Airport	2003-06-26	9689
664218	O'Hare Airport	2008-10-31	10167
664306	O'Hare Airport	2014-06-22	10279
