station_id	stationname	date	daytype	rides
148637	40890	O'Hare Airport	2010-09-07	W	10402
149085	40890	O'Hare Airport	2013-05-01	W	9208
149120	40890	O'Hare Airport	2008-12-17	W	8375
149177	40890	O'Hare Airport	2017-06-16	W	13152
149185	40890	O'Hare Airport	2016-09-22	W	13296
149206	40890	O'Hare Airport	2010-06-07	W	9294
149464	40890	O'Hare Airport	2014-12-05	W	10947
149556	40890	O'Hare Airport	2006-04-13	W	9730
149757	40890	O'Hare Airport	2011-07-18	W	11043
149828	40890	O'Hare Airport	2007-01-14	U	6891
149876	40890	O'Hare Airport	2015-11-22	U	10078
150003	40890	O'Hare Airport	2010-05-17	W	9705
150340	40890	O'Hare Airport	2010-09-04	A	9156
150354	40890	O'Hare Airport	2014-08-26	W	10323
150425	40890	O'Hare Airport	2017-01-01	U	7905
150552	40890	O'Hare Airport	2010-08-11	W	9446
150640	40890	O'Hare Airport	2016-07-11	W	12197
150802	40890	O'Hare Airport	2015-11-06	W	14075
150811	40890	O'Hare Airport	2017-09-02	A	12094
151185	40890	O'Hare Airport	2003-04-01	W	7047
151199	40890	O'Hare Airport	2005-10-27	W	10055
151372	40890	O'Hare Airport	2004-09-01	W	8785
151539	40890	O'Hare Airport	2013-05-30	W	10144
152318	40890	O'Hare Airport	2015-02-19	W	8509
152653	40890	O'Hare Airport	2014-08-05	W	10852
152677	40890	O'Hare Airport	2003-11-17	W	8206
152763	40890	O'Hare Airport	2009-12-25	U	5368
152815	40890	O'Hare Airport	2016-03-25	W	11874
153028	40890	O'Hare Airport	2008-03-26	W	8321
153077	40890	O'Hare Airport	2007-02-24	A	7197
153145	40890	O'Hare Airport	2011-02-23	W	7574
153199	40890	O'Hare Airport	2013-11-01	W	11119
153205	40890	O'Hare Airport	2011-05-17	W	9040
153873	40890	O'Hare Airport	2004-06-11	W	10979
154067	40890	O'Hare Airport	2003-11-25	W	7751
154253	40890	O'Hare Airport	2008-08-16	A	8155
154294	40890	O'Hare Airport	2010-06-16	W	9591
154487	40890	O'Hare Airport	2007-11-22	U	6277
154540	40890	O'Hare Airport	2011-07-27	W	9662
154543	40890	O'Hare Airport	2017-07-13	W	13598
154997	40890	O'Hare Airport	2015-05-19	W	11692
155004	40890	O'Hare Airport	2001-03-23	W	9092
155016	40890	O'Hare Airport	2006-05-05	W	10312
155427	40890	O'Hare Airport	2016-03-27	U	10570
155785	40890	O'Hare Airport	2011-03-02	W	7152
155787	40890	O'Hare Airport	2005-03-05	A	6526
156233	40890	O'Hare Airport	2017-03-24	W	11461
156328	40890	O'Hare Airport	2008-08-02	A	9724
156331	40890	O'Hare Airport	2007-12-18	W	8074
156741	40890	O'Hare Airport	2016-02-26	W	10866
156912	40890	O'Hare Airport	2006-05-18	W	10582
156933	40890	O'Hare Airport	2003-03-21	W	8627
156981	40890	O'Hare Airport	2007-04-28	A	7377
157706	40890	O'Hare Airport	2003-11-29	A	8663
157715	40890	O'Hare Airport	2003-12-21	U	6059
157740	40890	O'Hare Airport	2002-08-14	W	9187
157871	40890	O'Hare Airport	2016-09-14	W	11479
158243	40890	O'Hare Airport	2012-06-26	W	10027
158513	40890	O'Hare Airport	2005-01-30	U	6578
158517	40890	O'Hare Airport	2009-01-19	W	7863
158627	40890	O'Hare Airport	2012-10-24	W	9235
158732	40890	O'Hare Airport	2003-02-14	W	8426
158802	40890	O'Hare Airport	2009-12-19	A	6455
158826	40890	O'Hare Airport	2001-06-29	W	10517
159007	40890	O'Hare Airport	2010-12-09	W	8473
159015	40890	O'Hare Airport	2005-08-01	W	10428
159393	40890	O'Hare Airport	2009-09-19	A	7341
159492	40890	O'Hare Airport	2001-04-19	W	9074
159650	40890	O'Hare Airport	2007-07-06	W	10597
159683	40890	O'Hare Airport	2015-12-13	U	9184
159715	40890	O'Hare Airport	2008-09-17	W	8807
159893	40890	O'Hare Airport	2011-08-10	W	10105
160273	40890	O'Hare Airport	2007-10-31	W	7480
160361	40890	O'Hare Airport	2007-11-14	W	8504
160430	40890	O'Hare Airport	2007-12-21	W	8241
160435	40890	O'Hare Airport	2013-04-05	W	10344
160642	40890	O'Hare Airport	2010-03-18	W	8164
160670	40890	O'Hare Airport	2014-07-28	W	11789
161045	40890	O'Hare Airport	2009-02-02	W	7461
161078	40890	O'Hare Airport	2006-05-10	W	9055
161176	40890	O'Hare Airport	2001-01-18	W	7625
161177	40890	O'Hare Airport	2005-04-16	A	6814
161347	40890	O'Hare Airport	2002-08-24	A	6986
161382	40890	O'Hare Airport	2008-04-19	A	5985
161449	40890	O'Hare Airport	2014-03-29	A	59
161493	40890	O'Hare Airport	2017-08-22	W	11264
161704	40890	O'Hare Airport	2012-05-26	A	9806
161942	40890	O'Hare Airport	2001-08-26	U	8562
161947	40890	O'Hare Airport	2011-08-16	W	9831
162069	40890	O'Hare Airport	2004-11-12	W	10297
162171	40890	O'Hare Airport	2004-04-05	W	8663
162293	40890	O'Hare Airport	2017-10-02	W	11794
162357	40890	O'Hare Airport	2015-11-20	W	12839
162738	40890	O'Hare Airport	2004-02-28	A	6250
162985	40890	O'Hare Airport	2003-01-28	W	6835
163072	40890	O'Hare Airport	2005-10-13	W	10496
163203	40890	O'Hare Airport	2004-08-14	A	7367
163328	40890	O'Hare Airport	2012-02-04	A	6251
163387	40890	O'Hare Airport	2017-07-18	W	11088
163446	40890	O'Hare Airport	2012-01-26	W	7804
163475	40890	O'Hare Airport	2012-05-28	U	12116
163517	40890	O'Hare Airport	2006-12-16	A	7199
163558	40890	O'Hare Airport	2001-12-13	W	6940
163641	40890	O'Hare Airport	2010-10-25	W	9593
164020	40890	O'Hare Airport	2003-11-15	A	6098
164101	40890	O'Hare Airport	2013-12-27	W	10774
164266	40890	O'Hare Airport	2001-03-05	W	7840
164343	40890	O'Hare Airport	2006-01-04	W	8599
164401	40890	O'Hare Airport	2007-01-11	W	8386
164550	40890	O'Hare Airport	2001-12-31	W	4606
164615	40890	O'Hare Airport	2006-11-28	W	9456
164644	40890	O'Hare Airport	2004-08-19	W	9978
164870	40890	O'Hare Airport	2005-03-04	W	9215
165181	40890	O'Hare Airport	2015-05-01	W	13024
165194	40890	O'Hare Airport	2016-06-02	W	12774
165199	40890	O'Hare Airport	2016-05-06	W	12751
165250	40890	O'Hare Airport	2012-09-19	W	10063
165270	40890	O'Hare Airport	2009-10-09	W	12681
165334	40890	O'Hare Airport	2005-04-18	W	9644
165516	40890	O'Hare Airport	2015-10-19	W	13110
165520	40890	O'Hare Airport	2011-07-04	U	10796
165977	40890	O'Hare Airport	2012-12-14	W	10863
166041	40890	O'Hare Airport	2004-03-02	W	7522
166223	40890	O'Hare Airport	2014-06-18	W	9259
166381	40890	O'Hare Airport	2016-07-01	W	13699
166383	40890	O'Hare Airport	2011-11-02	W	8806
166539	40890	O'Hare Airport	2010-07-09	W	10165
166604	40890	O'Hare Airport	2006-11-16	W	10015
166816	40890	O'Hare Airport	2013-02-10	U	6718
166893	40890	O'Hare Airport	2004-06-27	U	8159
166939	40890	O'Hare Airport	2005-07-01	W	11406
167121	40890	O'Hare Airport	2016-05-11	W	12050
167325	40890	O'Hare Airport	2007-09-03	U	10446
167445	40890	O'Hare Airport	2005-10-01	A	7114
167754	40890	O'Hare Airport	2001-02-02	W	7740
167765	40890	O'Hare Airport	2015-08-02	U	11235
168010	40890	O'Hare Airport	2006-10-15	U	9467
168121	40890	O'Hare Airport	2008-03-31	W	8620
168265	40890	O'Hare Airport	2012-07-10	W	9904
168300	40890	O'Hare Airport	2011-02-03	W	7775
168367	40890	O'Hare Airport	2015-01-04	U	8735
168638	40890	O'Hare Airport	2017-06-08	W	13808
168855	40890	O'Hare Airport	2013-07-05	W	8204
169226	40890	O'Hare Airport	2006-06-22	W	10612
169247	40890	O'Hare Airport	2005-01-27	W	7714
169495	40890	O'Hare Airport	2005-06-14	W	9875
169529	40890	O'Hare Airport	2001-02-18	U	6226
169576	40890	O'Hare Airport	2003-07-12	A	7643
169769	40890	O'Hare Airport	2016-07-29	W	14410
170091	40890	O'Hare Airport	2002-07-12	W	10083
170121	40890	O'Hare Airport	2016-06-23	W	13914
170251	40890	O'Hare Airport	2001-03-27	W	7735
170274	40890	O'Hare Airport	2016-01-02	A	8909
170375	40890	O'Hare Airport	2017-03-04	A	8434
170398	40890	O'Hare Airport	2015-09-27	U	12855
170477	40890	O'Hare Airport	2006-05-09	W	8774
170633	40890	O'Hare Airport	2016-11-03	W	13823
170640	40890	O'Hare Airport	2012-04-23	W	10156
171060	40890	O'Hare Airport	2013-08-06	W	9807
171255	40890	O'Hare Airport	2011-02-15	W	7075
171364	40890	O'Hare Airport	2004-03-18	W	7741
171482	40890	O'Hare Airport	2014-08-17	U	10031
171507	40890	O'Hare Airport	2012-03-19	W	9524
171514	40890	O'Hare Airport	2004-04-06	W	7753
171633	40890	O'Hare Airport	2010-05-31	U	9825
172421	40890	O'Hare Airport	2004-09-21	W	8423
172548	40890	O'Hare Airport	2009-10-29	W	8398
172730	40890	O'Hare Airport	2003-01-12	U	6083
172980	40890	O'Hare Airport	2017-06-29	W	13087
173234	40890	O'Hare Airport	2006-09-20	W	9366
173527	40890	O'Hare Airport	2006-01-27	W	8936
173586	40890	O'Hare Airport	2002-11-20	W	7368
173788	40890	O'Hare Airport	2016-12-28	W	11646
173805	40890	O'Hare Airport	2010-11-22	W	8150
174341	40890	O'Hare Airport	2005-06-07	W	9396
174435	40890	O'Hare Airport	2003-09-27	A	5785
174498	40890	O'Hare Airport	2005-10-08	A	9553
174642	40890	O'Hare Airport	2015-07-07	W	11922
174836	40890	O'Hare Airport	2006-09-30	A	7710
174989	40890	O'Hare Airport	2017-02-01	W	8221
176131	40890	O'Hare Airport	2009-08-12	W	9114
176257	40890	O'Hare Airport	2012-12-26	W	10838
176268	40890	O'Hare Airport	2015-07-08	W	11498
176299	40890	O'Hare Airport	2001-07-20	W	10746
176382	40890	O'Hare Airport	2017-05-18	W	12771
176424	40890	O'Hare Airport	2015-10-13	W	11719
176692	40890	O'Hare Airport	2009-06-07	U	7611
176968	40890	O'Hare Airport	2006-09-11	W	9621
176969	40890	O'Hare Airport	2004-09-22	W	8548
177021	40890	O'Hare Airport	2015-10-26	W	12769
177166	40890	O'Hare Airport	2002-03-24	U	7140
177188	40890	O'Hare Airport	2009-05-18	W	9510
177266	40890	O'Hare Airport	2010-10-16	A	8398
177308	40890	O'Hare Airport	2001-09-13	W	4337
177357	40890	O'Hare Airport	2012-05-25	W	13090
177368	40890	O'Hare Airport	2011-06-17	W	12315
177517	40890	O'Hare Airport	2008-07-06	U	10005
177535	40890	O'Hare Airport	2010-01-14	W	7205
177620	40890	O'Hare Airport	2008-06-17	W	9053
177750	40890	O'Hare Airport	2002-03-13	W	7097
177794	40890	O'Hare Airport	2009-11-07	A	6438
178198	40890	O'Hare Airport	2002-09-11	W	7251
178305	40890	O'Hare Airport	2001-02-27	W	7473
178376	40890	O'Hare Airport	2012-01-08	U	7407
178521	40890	O'Hare Airport	2004-07-27	W	8488
178524	40890	O'Hare Airport	2011-06-03	W	11144
178570	40890	O'Hare Airport	2004-08-05	W	9730
178659	40890	O'Hare Airport	2012-08-15	W	10304
178728	40890	O'Hare Airport	2010-11-04	W	9359
178759	40890	O'Hare Airport	2014-12-31	W	9399
178799	40890	O'Hare Airport	2016-04-30	A	8854
178855	40890	O'Hare Airport	2010-02-10	W	6603
178890	40890	O'Hare Airport	2006-06-28	W	9381
179030	40890	O'Hare Airport	2007-07-02	W	9380
179143	40890	O'Hare Airport	2010-01-13	W	6620
179334	40890	O'Hare Airport	2004-07-07	W	8471
179613	40890	O'Hare Airport	2014-05-09	W	11011
179620	40890	O'Hare Airport	2003-03-06	W	6254
179726	40890	O'Hare Airport	2002-05-25	A	6723
179786	40890	O'Hare Airport	2002-02-06	W	6356
179893	40890	O'Hare Airport	2010-05-28	W	11773
180021	40890	O'Hare Airport	2015-09-12	A	10678
180088	40890	O'Hare Airport	2001-03-13	W	7728
180190	40890	O'Hare Airport	2013-02-25	W	8925
180256	40890	O'Hare Airport	2008-12-29	W	10199
180257	40890	O'Hare Airport	2007-01-22	W	9142
180306	40890	O'Hare Airport	2016-09-25	U	11176
180541	40890	O'Hare Airport	2013-04-17	W	8037
180693	40890	O'Hare Airport	2010-02-25	W	7557
181198	40890	O'Hare Airport	2009-12-15	W	7228
181701	40890	O'Hare Airport	2013-11-26	W	9179
181704	40890	O'Hare Airport	2010-11-25	U	6336
181716	40890	O'Hare Airport	2014-05-18	U	10509
181758	40890	O'Hare Airport	2007-12-08	A	5775
181812	40890	O'Hare Airport	2015-01-27	W	7562
181828	40890	O'Hare Airport	2007-01-05	W	9714
181830	40890	O'Hare Airport	2003-09-12	W	9346
181873	40890	O'Hare Airport	2015-06-02	W	11368
181891	40890	O'Hare Airport	2002-06-10	W	8413
181956	40890	O'Hare Airport	2017-07-02	U	10038
182087	40890	O'Hare Airport	2004-06-10	W	10099
182183	40890	O'Hare Airport	2013-03-06	W	8144
182266	40890	O'Hare Airport	2017-06-27	W	11479
182325	40890	O'Hare Airport	2009-09-27	U	7798
182426	40890	O'Hare Airport	2014-11-17	W	9740
182705	40890	O'Hare Airport	2008-02-28	W	7802
182750	40890	O'Hare Airport	2010-06-04	W	9878
182768	40890	O'Hare Airport	2007-11-24	A	9205
183114	40890	O'Hare Airport	2014-09-12	W	13093
183255	40890	O'Hare Airport	2002-12-16	W	7884
183408	40890	O'Hare Airport	2013-04-03	W	8772
183729	40890	O'Hare Airport	2009-12-28	W	10475
183799	40890	O'Hare Airport	2008-01-08	W	7659
184287	40890	O'Hare Airport	2004-10-18	W	9392
184646	40890	O'Hare Airport	2009-02-03	W	6216
184670	40890	O'Hare Airport	2016-05-12	W	13030
184771	40890	O'Hare Airport	2004-02-12	W	7367
184786	40890	O'Hare Airport	2008-07-12	A	0
184811	40890	O'Hare Airport	2003-07-18	W	9869
184879	40890	O'Hare Airport	2016-07-07	W	11868
185069	40890	O'Hare Airport	2012-11-28	W	8699
185094	40890	O'Hare Airport	2015-05-31	U	10057
185144	40890	O'Hare Airport	2016-04-25	W	11904
185241	40890	O'Hare Airport	2011-07-03	U	8319
185254	40890	O'Hare Airport	2002-12-19	W	7952
185267	40890	O'Hare Airport	2013-08-08	W	11119
185285	40890	O'Hare Airport	2015-10-17	A	12016
185487	40890	O'Hare Airport	2013-10-13	U	10698
185562	40890	O'Hare Airport	2001-08-03	W	11143
185740	40890	O'Hare Airport	2011-04-13	W	8664
185754	40890	O'Hare Airport	2012-07-21	A	9204
185795	40890	O'Hare Airport	2009-06-23	W	8488
185876	40890	O'Hare Airport	2012-08-04	A	9979
186330	40890	O'Hare Airport	2002-08-22	W	8968
186363	40890	O'Hare Airport	2004-07-16	W	9919
186466	40890	O'Hare Airport	2015-12-17	W	10706
186637	40890	O'Hare Airport	2015-11-08	U	11633
186750	40890	O'Hare Airport	2002-08-30	W	5782
187001	40890	O'Hare Airport	2005-03-12	A	6590
187178	40890	O'Hare Airport	2014-04-04	W	10580
187258	40890	O'Hare Airport	2015-11-21	A	9014
187457	40890	O'Hare Airport	2009-10-10	A	9204
187676	40890	O'Hare Airport	2007-04-07	A	6858
187683	40890	O'Hare Airport	2012-06-08	W	13185
187768	40890	O'Hare Airport	2009-01-15	W	6896
188117	40890	O'Hare Airport	2004-10-10	U	9742
188201	40890	O'Hare Airport	2014-04-28	W	9661
188431	40890	O'Hare Airport	2001-09-12	W	3713
188797	40890	O'Hare Airport	2016-12-02	W	11397
188876	40890	O'Hare Airport	2008-10-28	W	8181
189117	40890	O'Hare Airport	2005-04-15	W	10374
189186	40890	O'Hare Airport	2007-12-28	W	9474
189324	40890	O'Hare Airport	2001-06-09	A	7037
189330	40890	O'Hare Airport	2012-10-10	W	9488
189581	40890	O'Hare Airport	2016-08-21	U	11871
189676	40890	O'Hare Airport	2014-12-28	U	11587
189806	40890	O'Hare Airport	2017-06-09	W	15119
190069	40890	O'Hare Airport	2008-09-05	W	9951
190567	40890	O'Hare Airport	2006-04-29	A	7339
190711	40890	O'Hare Airport	2001-08-22	W	8256
190845	40890	O'Hare Airport	2010-05-12	W	7839
191072	40890	O'Hare Airport	2017-01-20	W	9574
191160	40890	O'Hare Airport	2003-01-11	A	5816
191194	40890	O'Hare Airport	2002-02-22	W	7795
191415	40890	O'Hare Airport	2006-11-20	W	9010
191726	40890	O'Hare Airport	2006-03-15	W	8802
191836	40890	O'Hare Airport	2017-03-30	W	10236
191981	40890	O'Hare Airport	2009-08-10	W	10118
192051	40890	O'Hare Airport	2013-04-23	W	8239
192076	40890	O'Hare Airport	2015-06-09	W	11046
192077	40890	O'Hare Airport	2006-03-06	W	9577
192085	40890	O'Hare Airport	2001-12-24	W	5029
192110	40890	O'Hare Airport	2001-04-16	W	9386
192604	40890	O'Hare Airport	2007-05-28	U	10508
193036	40890	O'Hare Airport	2005-09-13	W	9127
193141	40890	O'Hare Airport	2001-04-06	W	8826
193218	40890	O'Hare Airport	2004-03-12	W	8992
193248	40890	O'Hare Airport	2002-04-24	W	7443
193264	40890	O'Hare Airport	2014-11-10	W	10242
193605	40890	O'Hare Airport	2004-06-05	A	6984
193647	40890	O'Hare Airport	2014-07-10	W	11804
193720	40890	O'Hare Airport	2008-04-05	A	6652
193936	40890	O'Hare Airport	2014-11-26	W	11071
194343	40890	O'Hare Airport	2006-03-14	W	8590
194404	40890	O'Hare Airport	2003-02-23	U	6196
194769	40890	O'Hare Airport	2005-12-22	W	8382
194975	40890	O'Hare Airport	2004-10-07	W	10069
195078	40890	O'Hare Airport	2003-02-26	W	6857
195114	40890	O'Hare Airport	2015-01-10	A	7375
195237	40890	O'Hare Airport	2003-10-09	W	8940
195447	40890	O'Hare Airport	2014-03-16	U	8408
195532	40890	O'Hare Airport	2008-04-16	W	8185
195542	40890	O'Hare Airport	2015-03-18	W	9139
195705	40890	O'Hare Airport	2003-12-06	A	5796
195768	40890	O'Hare Airport	2002-09-29	U	7977
195828	40890	O'Hare Airport	2004-10-04	W	9181
195912	40890	O'Hare Airport	2010-12-28	W	10303
196081	40890	O'Hare Airport	2001-09-07	W	10082
196266	40890	O'Hare Airport	2016-01-20	W	8959
196276	40890	O'Hare Airport	2016-04-29	W	12298
196369	40890	O'Hare Airport	2014-06-29	U	9601
196529	40890	O'Hare Airport	2011-05-09	W	9561
196739	40890	O'Hare Airport	2015-05-21	W	13097
196795	40890	O'Hare Airport	2008-05-07	W	8005
196834	40890	O'Hare Airport	2009-01-20	W	7202
197053	40890	O'Hare Airport	2010-04-14	W	8009
197211	40890	O'Hare Airport	2013-04-11	W	10787
197338	40890	O'Hare Airport	2016-09-19	W	12707
197423	40890	O'Hare Airport	2011-05-15	U	8513
197455	40890	O'Hare Airport	2015-07-26	U	12056
197496	40890	O'Hare Airport	2006-03-05	U	6847
197518	40890	O'Hare Airport	2006-07-23	U	9478
197563	40890	O'Hare Airport	2004-03-25	W	8104
197577	40890	O'Hare Airport	2013-06-23	U	9943
197637	40890	O'Hare Airport	2008-09-04	W	8310
197848	40890	O'Hare Airport	2002-03-31	U	6809
197924	40890	O'Hare Airport	2001-06-15	W	10356
197954	40890	O'Hare Airport	2013-09-13	W	13016
198047	40890	O'Hare Airport	2015-10-11	U	12981
198068	40890	O'Hare Airport	2004-03-10	W	7471
198476	40890	O'Hare Airport	2015-12-01	W	10496
198484	40890	O'Hare Airport	2011-01-13	W	7748
198544	40890	O'Hare Airport	2005-02-28	W	8440
198655	40890	O'Hare Airport	2004-09-16	W	9103
198729	40890	O'Hare Airport	2014-12-27	A	9480
198738	40890	O'Hare Airport	2009-09-26	A	6810
198902	40890	O'Hare Airport	2011-11-26	A	10019
199423	40890	O'Hare Airport	2005-03-30	W	7732
199559	40890	O'Hare Airport	2006-04-25	W	8605
199714	40890	O'Hare Airport	2005-12-01	W	9100
199745	40890	O'Hare Airport	2001-11-08	W	7330
199961	40890	O'Hare Airport	2006-07-28	W	13819
200037	40890	O'Hare Airport	2015-12-15	W	10226
200042	40890	O'Hare Airport	2008-03-02	U	6806
200106	40890	O'Hare Airport	2009-05-23	A	8019
200390	40890	O'Hare Airport	2006-10-08	U	9691
200513	40890	O'Hare Airport	2001-05-11	W	9765
200707	40890	O'Hare Airport	2013-01-24	W	7801
200761	40890	O'Hare Airport	2013-11-03	U	9532
200891	40890	O'Hare Airport	2009-09-24	W	9017
200982	40890	O'Hare Airport	2016-01-23	A	7091
201119	40890	O'Hare Airport	2013-09-03	W	10810
201155	40890	O'Hare Airport	2006-08-05	A	10137
201579	40890	O'Hare Airport	2006-06-14	W	10274
201641	40890	O'Hare Airport	2002-01-20	U	5488
201674	40890	O'Hare Airport	2011-09-29	W	9632
201787	40890	O'Hare Airport	2011-11-27	U	13164
202249	40890	O'Hare Airport	2014-05-30	W	12211
202291	40890	O'Hare Airport	2017-01-16	W	9731
202474	40890	O'Hare Airport	2004-02-02	W	7552
202562	40890	O'Hare Airport	2001-10-30	W	6529
202922	40890	O'Hare Airport	2015-08-09	U	11732
202933	40890	O'Hare Airport	2007-01-06	A	7024
203171	40890	O'Hare Airport	2017-06-21	W	11689
203196	40890	O'Hare Airport	2004-10-28	W	9102
203341	40890	O'Hare Airport	2002-02-25	W	7478
203438	40890	O'Hare Airport	2011-08-28	U	9024
203445	40890	O'Hare Airport	2007-11-13	W	8298
203470	40890	O'Hare Airport	2017-05-07	U	9324
203759	40890	O'Hare Airport	2008-08-23	A	7508
203853	40890	O'Hare Airport	2007-05-21	W	10417
203881	40890	O'Hare Airport	2014-12-18	W	9499
204032	40890	O'Hare Airport	2017-09-22	W	13735
204254	40890	O'Hare Airport	2003-06-11	W	7881
204749	40890	O'Hare Airport	2010-04-23	W	9395
204901	40890	O'Hare Airport	2008-08-21	W	10507
205374	40890	O'Hare Airport	2012-06-24	U	10195
205397	40890	O'Hare Airport	2009-03-08	U	6958
205453	40890	O'Hare Airport	2013-02-20	W	8087
205468	40890	O'Hare Airport	2016-01-16	A	7934
205569	40890	O'Hare Airport	2003-02-27	W	7370
205700	40890	O'Hare Airport	2009-08-05	W	9191
205713	40890	O'Hare Airport	2001-05-06	U	7107
205796	40890	O'Hare Airport	2016-03-06	U	9030
205866	40890	O'Hare Airport	2006-11-08	W	8955
205871	40890	O'Hare Airport	2009-10-20	W	7938
206260	40890	O'Hare Airport	2009-09-22	W	8010
206275	40890	O'Hare Airport	2004-12-22	W	7396
206392	40890	O'Hare Airport	2015-06-21	U	11604
206522	40890	O'Hare Airport	2010-06-29	W	9157
206555	40890	O'Hare Airport	2008-05-08	W	9723
206991	40890	O'Hare Airport	2010-04-29	W	8782
207294	40890	O'Hare Airport	2009-10-18	U	8977
207490	40890	O'Hare Airport	2014-06-14	A	9489
207514	40890	O'Hare Airport	2011-05-02	W	9587
207682	40890	O'Hare Airport	2017-02-14	W	8182
207826	40890	O'Hare Airport	2016-10-24	W	11858
207848	40890	O'Hare Airport	2014-10-02	W	10977
207888	40890	O'Hare Airport	2006-04-10	W	9729
207904	40890	O'Hare Airport	2014-03-22	A	7931
207966	40890	O'Hare Airport	2010-08-24	W	8588
207993	40890	O'Hare Airport	2010-01-23	A	5444
208470	40890	O'Hare Airport	2014-11-12	W	8933
208496	40890	O'Hare Airport	2003-10-30	W	8105
208573	40890	O'Hare Airport	2014-09-27	A	8652
208608	40890	O'Hare Airport	2009-01-08	W	7506
208642	40890	O'Hare Airport	2007-09-10	W	9263
208743	40890	O'Hare Airport	2005-07-16	A	8006
208757	40890	O'Hare Airport	2004-09-15	W	8323
208824	40890	O'Hare Airport	2012-03-04	U	7528
208868	40890	O'Hare Airport	2005-06-20	W	11169
208887	40890	O'Hare Airport	2006-08-07	W	10969
208990	40890	O'Hare Airport	2007-04-14	A	6895
209182	40890	O'Hare Airport	2010-09-26	U	9057
209262	40890	O'Hare Airport	2009-05-17	U	8331
209420	40890	O'Hare Airport	2006-02-05	U	6593
209734	40890	O'Hare Airport	2006-05-22	W	10490
209904	40890	O'Hare Airport	2007-02-20	W	8338
210232	40890	O'Hare Airport	2015-03-31	W	9534
210256	40890	O'Hare Airport	2010-03-21	U	7303
210264	40890	O'Hare Airport	2005-05-24	W	9514
210302	40890	O'Hare Airport	2017-02-08	W	8177
210319	40890	O'Hare Airport	2016-04-03	U	8424
210494	40890	O'Hare Airport	2016-09-11	U	10922
210688	40890	O'Hare Airport	2008-11-26	W	9359
210756	40890	O'Hare Airport	2009-03-29	U	8037
210776	40890	O'Hare Airport	2002-10-30	W	7326
210837	40890	O'Hare Airport	2016-03-31	W	10115
211009	40890	O'Hare Airport	2014-05-28	W	10195
211017	40890	O'Hare Airport	2012-06-01	W	12122
211112	40890	O'Hare Airport	2010-05-02	U	7809
211503	40890	O'Hare Airport	2010-12-26	U	8902
211513	40890	O'Hare Airport	2015-01-07	W	7472
211618	40890	O'Hare Airport	2010-11-13	A	7797
211714	40890	O'Hare Airport	2009-10-01	W	8806
211874	40890	O'Hare Airport	2012-01-11	W	7691
211967	40890	O'Hare Airport	2003-08-24	U	7545
212049	40890	O'Hare Airport	2015-09-03	W	13925
212370	40890	O'Hare Airport	2005-02-03	W	7873
212455	40890	O'Hare Airport	2010-07-24	A	8883
212895	40890	O'Hare Airport	2009-07-10	W	11422
212983	40890	O'Hare Airport	2010-10-28	W	9617
213422	40890	O'Hare Airport	2006-04-27	W	9752
213477	40890	O'Hare Airport	2016-10-10	W	11933
213604	40890	O'Hare Airport	2012-09-01	A	10768
213644	40890	O'Hare Airport	2004-05-14	W	10157
213654	40890	O'Hare Airport	2005-05-14	A	7619
213753	40890	O'Hare Airport	2005-09-23	W	12079
214095	40890	O'Hare Airport	2017-07-30	U	11561
214216	40890	O'Hare Airport	2001-04-05	W	7465
214349	40890	O'Hare Airport	2003-11-10	W	7867
214555	40890	O'Hare Airport	2002-12-31	W	7287
214716	40890	O'Hare Airport	2013-03-09	A	7554
214885	40890	O'Hare Airport	2002-10-15	W	8162
215274	40890	O'Hare Airport	2002-01-05	A	5987
215288	40890	O'Hare Airport	2014-10-25	A	8767
215422	40890	O'Hare Airport	2002-05-16	W	8305
215554	40890	O'Hare Airport	2010-06-01	W	10279
215574	40890	O'Hare Airport	2001-09-30	U	6815
215603	40890	O'Hare Airport	2015-06-01	W	11962
215685	40890	O'Hare Airport	2004-10-19	W	8384
215703	40890	O'Hare Airport	2009-07-27	W	10092
216029	40890	O'Hare Airport	2003-11-02	U	6552
216078	40890	O'Hare Airport	2013-05-11	A	8036
216371	40890	O'Hare Airport	2014-03-09	U	8350
216734	40890	O'Hare Airport	2007-01-31	W	7314
216737	40890	O'Hare Airport	2005-10-17	W	10276
216804	40890	O'Hare Airport	2011-05-27	W	12711
216963	40890	O'Hare Airport	2009-03-27	W	9391
216999	40890	O'Hare Airport	2013-03-14	W	10510
217052	40890	O'Hare Airport	2012-07-16	W	11179
217087	40890	O'Hare Airport	2016-03-26	A	8109
217174	40890	O'Hare Airport	2017-03-22	W	9710
217187	40890	O'Hare Airport	2014-04-17	W	11083
217309	40890	O'Hare Airport	2015-11-17	W	11131
217365	40890	O'Hare Airport	2002-04-25	W	8360
217448	40890	O'Hare Airport	2004-04-16	W	9510
217651	40890	O'Hare Airport	2009-07-11	A	7595
217748	40890	O'Hare Airport	2010-10-15	W	12794
217954	40890	O'Hare Airport	2017-09-07	W	12310
218052	40890	O'Hare Airport	2003-01-10	W	7655
218233	40890	O'Hare Airport	2011-06-05	U	9323
218538	40890	O'Hare Airport	2007-06-21	W	10634
218671	40890	O'Hare Airport	2012-01-09	W	8629
219295	40890	O'Hare Airport	2004-08-11	W	9065
219556	40890	O'Hare Airport	2005-07-22	W	11975
219656	40890	O'Hare Airport	2007-06-07	W	10429
